[119.12070406765565, 191.3521705044859] 0 12 9 10
[163.86804574988471, 191.43298923871507] 0 50 12 15
[97.2815288470078, 197.74178549055284] 0 43 18 20
[128.63849586786014, 190.87485793406154] 0 13 15 18
[137.85597505589408, 193.87137726150704] 0 46 5 7
[181.12949254402457, 182.19519784858264] 0 11 7 9
[168.52278996017645, 192.79800039157672] 0 13 16 17
[180.2901831896342, 169.46689946461612] 0 22 1 2
[15.736727830237918, 141.91171773300687] 1 15 2 5
[1.4839405986448284, 118.2164535290109] 1 22 8 11
[4.064622268668039, 118.62545491124719] 1 35 9 10
[7.929244199698582, 129.5115553244707] 1 43 6 9
[73.28726057680332, 155.97906022822093] 1 24 14 17
[52.86091519710605, 153.5689719556486] 1 50 8 11
[77.68519336501313, 144.20290467293827] 1 26 1 2
[45.55905696923921, 168.99343418812725] 1 47 3 6
[48.643539850112205, 179.78929220061397] 1 29 13 15
[48.57192195321307, 106.3226387867829] 1 36 12 15
[66.53703019991602, 197.51592842837357] 1 48 3 4
[1.464917593707149, 116.10745685591314] 1 40 12 15
[121.3369911413748, 123.274540798886] 2 24 21 24
[89.18762766057856, 89.46027442496698] 2 28 4 7
[89.16226221996976, 138.96877649658833] 2 45 15 18
[180.40634877460292, 122.82389855670057] 2 35 1 4
[133.7989459537019, 128.36768923918277] 2 14 14 17
[98.42111357091157, 93.33515359892286] 2 30 7 9
[189.34804112681837, 106.29044953901838] 2 40 1 3
[166.27850342610992, 118.73201188163556] 2 45 20 21
[112.12048035407743, 135.5994620339727] 2 17 1 3
[166.20078573989852, 45.95130866456793] 3 41 17 19
[126.91998510116314, 25.685338351568898] 3 25 6 9
[172.40707873903074, 67.6142759839075] 3 36 15 17
[113.99433614705106, 48.24695035500432] 3 18 15 16
[142.30950380971785, 57.401193060336595] 3 24 17 19
[185.736732941918, 81.8431187686953] 3 41 7 8
[120.58135926782766, 38.44480195915481] 3 35 2 5
[198.37402499299, 24.40778719554966] 3 33 7 9
[140.2029434617608, 32.985171468879734] 3 46 3 6
[189.98342189914237, 43.715076315466604] 3 32 9 10
[188.75522450141924, 36.490462159062] 3 50 20 21
[46.71482476293542, 29.726010398513438] 4 21 17 18
[59.192453326381234, 0.33109577805576773] 4 43 6 7
[26.565643587959475, 57.0131121898074] 4 11 8 11
[82.69139977347852, 56.04185792969765] 4 39 19 20
[68.39571660387946, 50.28049944671116] 4 20 15 18
[52.932371684425306, 87.9122783171385] 4 27 17 19
[43.841838154649615, 41.84418418883497] 4 19 8 10
[97.45211882786077, 73.83974848078303] 4 39 9 10
[73.78953967036281, 32.123110631949814] 4 35 15 17
[9.88832231972725, 54.487587496227086] 4 22 4 5
