[108.04272527157912, 194.02663401726767] 71 14 16 1
[61.331369520205904, 155.69880167134718] 37 14 16 2
[78.28123901855028, 156.7605953835386] 78 14 17 3
[89.30031884005436, 186.83330973317308] 28 10 11 4
[64.0890230164089, 154.84530185061527] 37 10 11 5
[74.72783328908174, 160.3632059540249] 15 12 14 6
[63.39570938856745, 143.13535206876213] 10 12 14 7
[12.873380391647803, 167.7468447406055] 52 14 17 8
[29.97874454920515, 183.1869254704966] 73 14 15 9
[3.8247501865145583, 157.79772357308568] 87 14 15 10
[63.28716660623827, 162.12869107156237] 71 15 18 11
[60.23427260316774, 158.33692286946948] 100 14 15 12
[65.68208395712492, 153.06872918987142] 86 12 15 13
[10.16339184136228, 154.40531397875355] 16 15 18 14
[63.409946889298084, 158.92870015168876] 45 13 16 15
[17.659896385301277, 166.82341059052922] 12 14 17 16
[82.38871722371945, 167.8663825249771] 14 12 14 17
[87.75374334751336, 197.41489141155853] 72 10 12 18
[82.89988578721706, 186.65520276990566] 27 11 13 19
[21.228435440862526, 151.61633583006403] 47 13 14 20
[95.77565362818959, 192.27260452144503] 55 13 16 21
[93.5606105180458, 181.28904728845814] 74 13 15 22
[46.364642341681495, 154.64069125900522] 12 10 12 23
[150.84514775902906, 192.7196010116338] 87 10 12 24
[198.04745402388951, 187.41737156685844] 64 15 17 25
[181.45628605037166, 159.96351756956534] 28 13 16 26
[150.61758463209733, 169.70715268752886] 26 10 12 27
[170.80909147863622, 148.75319447031237] 18 10 13 28
[155.86058629695614, 146.51748002545702] 25 15 17 29
[187.97886059152984, 143.5622689200337] 67 15 18 30
[150.2085048205141, 162.58046980277027] 78 10 11 31
[195.3091143726577, 180.2574412704058] 19 10 11 32
[182.31430222986847, 160.91165567212698] 64 15 17 33
[187.97522870279235, 175.34017539765517] 71 12 15 34
[130.32258654387465, 190.70254801041642] 53 14 17 35
[185.0362872085634, 139.14648470877356] 63 10 12 36
[125.38161962159941, 195.58782879927995] 94 11 13 37
[128.1868023182746, 193.24548735548348] 72 10 11 38
[196.7448074753934, 127.54496218874718] 68 15 18 39
[27.154549647501568, 102.00380859352956] 48 10 13 40
[28.68484982258439, 64.933636400464] 86 15 17 41
[31.81830718488632, 124.86392070607766] 42 11 13 42
[18.3302756147951, 86.18017118086176] 24 12 14 43
[48.274138360746186, 92.8273120550607] 20 13 14 44
[17.081337575392585, 66.02063420918634] 80 12 13 45
[27.885488577844075, 82.42228967416092] 77 11 13 46
[23.12906454750332, 134.21522515628718] 72 10 12 47
[60.433607300991234, 116.43945077301987] 41 15 16 48
[55.53513099514922, 115.19413765852484] 12 13 15 49
[38.46941515246915, 67.82941829016384] 14 14 15 50
[24.319534837033217, 92.12019906761326] 88 10 11 51
[18.846868288019223, 104.03209636572446] 62 15 17 52
[19.160911419164073, 100.53083060685577] 21 15 18 53
[126.02785491551988, 21.896185927707634] 66 10 11 54
[137.35220155117167, 21.472211212798918] 74 13 14 55
[152.56785377847808, 1.9218157492057575] 26 13 15 56
[135.3786444087534, 42.943300968541195] 14 12 15 57
[189.46942553614969, 11.14533676158791] 64 11 14 58
[112.04976626165424, 11.347497782179271] 71 11 14 59
[170.21554279958102, 4.718248671462799] 54 15 17 60
[102.69006044898548, 4.440295851350173] 55 12 14 61
[130.56876242853957, 43.62961926090028] 26 12 15 62
[157.39932071270664, 2.887121926830205] 32 10 11 63
[85.8976575181061, 132.91372804117395] 93 13 15 64
[104.95585432574765, 76.14858465522335] 16 12 15 65
[72.532760886891, 99.23934223537216] 97 13 14 66
[104.93379587483005, 77.29518101329293] 58 11 12 67
[112.18970171624676, 74.4451161104437] 16 14 16 68
[128.12408537437065, 103.39171921188593] 60 15 16 69
[97.90966379952644, 129.65810257218394] 86 14 15 70
[109.29854098714257, 83.56437164707411] 37 11 13 71
[114.44787683902011, 103.81796113419742] 44 14 17 72
[112.7425538255631, 125.61994501496142] 13 12 13 73
[75.80182537193738, 102.45567491822543] 85 11 14 74
[98.28145625726808, 91.36476965176121] 56 10 12 75
[119.26643047728842, 120.32272549885658] 92 15 16 76
[102.3462194488977, 147.4835886828767] 54 14 16 77
[109.882157429952, 96.2105704465642] 17 12 13 78
[78.75580538905722, 111.92052507816896] 78 15 17 79
[161.84979616146572, 68.37165103214535] 26 12 14 80
[170.67139911244652, 104.55715787701865] 71 13 14 81
[185.46407066624806, 48.9419147240747] 86 10 12 82
[158.71030644263905, 86.22542819694074] 25 14 17 83
[126.3328672786053, 71.77896046493548] 29 10 12 84
[152.050455447002, 86.74858985220853] 25 14 16 85
[165.02825060033504, 106.76039617290778] 70 11 14 86
[141.12824343260348, 58.89584005005047] 82 12 15 87
[133.7968380281946, 73.02325146846067] 37 13 15 88
[169.16302232546388, 49.79041320675035] 49 10 13 89
[15.760344041254303, 26.734182904524072] 51 10 11 90
[75.49088086913251, 62.26196774523898] 84 12 14 91
[60.94451106731189, 47.78940437031309] 83 12 13 92
[54.067761709592354, 34.550956423450096] 17 14 17 93
[29.194308762851428, 13.203076470917452] 25 13 16 94
[89.81826894081655, 57.40163141808685] 70 11 13 95
[42.211852496513046, 6.4441148004328985] 50 15 18 96
[55.17117784010161, 67.16026686788246] 45 11 14 97
[43.398524045098384, 35.413572865852274] 26 12 13 98
[60.40665894902666, 40.744650520985836] 90 10 13 99
[87.34759571217442, 37.29435083942108] 78 14 15 100
